index,Open,High,Low,Close,Adj Close,Volume,company_name
0,185.5500030517578,187.55999755859375,185.00999450683594,186.67999267578125,185.69381713867188,53079300,APPLE
1,314.1400146484375,315.29998779296875,306.4700012207031,308.6499938964844,308.3228454589844,22287400,META
2,284.5,286.57000732421875,280.69000244140625,281.5299987792969,281.2315979003906,15395700,META
3,295.0,295.0,279.3999938964844,288.3500061035156,288.04437255859375,66684100,META
4,189.0800018310547,190.07000732421875,188.94000244140625,189.58999633789062,188.58843994140625,46347300,APPLE
5,581.9099731445312,593.77001953125,580.3200073242188,593.4600219726562,593.4600219726562,5220900,NETFLIX
6,43.742000579833984,44.143001556396484,43.29201126098633,44.04100036621094,44.03506088256836,361820860,NVIDIA
7,171.75,173.75999450683594,168.27000427246094,169.3800048828125,169.15057373046875,73711200,APPLE
8,446.1499938964844,447.510009765625,430.8999938964844,431.9599914550781,431.9599914550781,8745500,NETFLIX
9,630.1699829101562,630.1699829101562,603.8699951171875,607.1500244140625,607.1500244140625,3085400,NETFLIX
10,87.78900146484375,89.28099822998047,87.04000091552734,88.78900146484375,88.78900146484375,398340720,NVIDIA
11,418.8299865722656,424.70001220703125,416.57000732421875,423.9700012207031,423.9700012207031,5959500,NETFLIX
12,412.0,419.25,407.55999755859375,416.0299987792969,416.0299987792969,5390900,NETFLIX
13,189.83999633789062,190.32000732421875,188.19000244140625,189.9499969482422,189.45095825195312,48794400,APPLE
14,180.6699981689453,181.10000610351562,176.00999450683594,176.3800048828125,175.68516540527344,54945800,APPLE
15,188.39999389648438,188.85000610351562,181.47000122070312,182.91000366210938,182.18943786621094,81755800,APPLE
16,177.1300048828125,178.5399932861328,176.5,176.57000732421875,175.87442016601562,46964900,APPLE
17,177.13999938964844,177.50999450683594,173.47999572753906,174.0,173.3145294189453,66062900,APPLE
18,547.8400268554688,560.3900146484375,544.25,551.7100219726562,551.7100219726562,3473200,NETFLIX
19,40.45000076293945,40.87900161743164,39.230010986328125,40.779998779296875,40.77450180053711,517968700,NVIDIA
20,189.16000366210938,189.3000030517578,186.60000610351562,188.0800018310547,187.08642578125,46638100,APPLE
21,298.5,299.4599914550781,286.6400146484375,286.75,286.4460754394531,18360900,META
22,295.6400146484375,300.95001220703125,293.70001220703125,300.8299865722656,300.5111389160156,18987000,META
23,312.5,320.3299865722656,311.82000732421875,318.3599853515625,318.0225524902344,22503700,META
24,403.5899963378906,406.3599853515625,399.57000732421875,400.05999755859375,399.635986328125,18614700,META
25,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900,NETFLIX
26,86.93000030517578,89.5459976196289,86.25700378417969,87.83650207519531,87.83650207519531,642086160,NVIDIA
27,43.82699966430664,44.14400100708008,43.30693817138672,43.499000549316406,43.493133544921875,397829930,NVIDIA
28,537.75,562.5,537.0700073242188,544.8699951171875,544.8699951171875,26432800,NETFLIX
29,442.8500061035156,445.44000244140625,434.1199951171875,434.69000244140625,434.69000244140625,3124000,NETFLIX
30,85.2699966430664,86.09700012207031,83.41700744628906,85.96399688720703,85.96399688720703,520639300,NVIDIA
31,298.7300109863281,306.8999938964844,298.5,305.5799865722656,305.256103515625,16880500,META
32,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,184.32000732421875,48983000,APPLE
33,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,178.42799377441406,53423100,APPLE
34,42.60200119018555,43.28900146484375,42.14699935913086,42.65299987792969,42.64373779296875,568622040,NVIDIA
35,47.766998291015625,48.5,47.507999420166016,47.99800109863281,47.995750427246094,306534890,NVIDIA
36,358.989990234375,360.0,351.82000732421875,353.9599914550781,353.5848388671875,14980500,META
37,172.25999450683594,173.6300048828125,170.82000732421875,172.39999389648438,171.72084045410156,49594600,APPLE
38,375.6000061035156,378.9599914550781,371.1000061035156,376.3599853515625,376.3599853515625,4369900,NETFLIX
39,355.5799865722656,357.20001220703125,351.2200012207031,353.3900146484375,353.0154724121094,11764200,META
40,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,183.9005584716797,54630500,APPLE
41,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600,NETFLIX
42,450.8500061035156,452.8900146484375,448.32000732421875,452.0,452.0,3506700,NETFLIX
43,188.27999877929688,189.97999572753906,187.61000061035156,189.6999969482422,188.9526824951172,45280000,APPLE
44,447.0,451.6700134277344,441.17999267578125,450.3800048828125,450.3800048828125,6157500,NETFLIX
45,509.2900085449219,522.5599975585938,505.79998779296875,519.8300170898438,519.8300170898438,11418500,META
46,94.91000366210938,95.8189926147461,94.10299682617188,94.35900115966797,94.35900115966797,323951820,NVIDIA
47,464.0,467.1199951171875,453.0,454.7200012207031,454.238037109375,21655200,META
48,615.0,620.7999877929688,607.3499755859375,613.010009765625,613.010009765625,3120500,NETFLIX
49,393.94000244140625,400.5,393.04998779296875,394.7799987792969,394.361572265625,29727100,META
50,90.29900360107422,92.2249984741211,89.2040023803711,90.36299896240234,90.36299896240234,452441490,NVIDIA
51,417.3900146484375,420.8800048828125,411.5,417.0799865722656,417.0799865722656,4818100,NETFLIX
52,73.86900329589844,73.9749984741211,72.4000015258789,72.65799713134766,72.65458679199219,420121810,NVIDIA
53,43.07699966430664,43.696998596191406,42.691001892089844,43.66299819946289,43.65711212158203,401463370,NVIDIA
54,487.20001220703125,497.42999267578125,481.7799987792969,491.3500061035156,491.3500061035156,9247000,META
55,47.4640007019043,47.81800079345703,46.742000579833984,47.07699966430664,47.0667724609375,427501790,NVIDIA
56,61.439998626708984,62.269020080566406,60.70000076293945,61.527000427246094,61.524112701416016,453794870,NVIDIA
57,78.86801147460938,83.32299041748047,78.2229995727539,82.63200378417969,82.63200378417969,424640730,NVIDIA
58,171.22000122070312,174.3000030517578,170.92999267578125,173.75,173.0655059814453,52164500,APPLE
59,45.71900177001953,46.21799850463867,45.157501220703125,45.95500183105469,45.94880676269531,343165470,NVIDIA
60,48.441001892089844,48.54899978637695,46.58000183105469,47.06100082397461,47.05465316772461,468669570,NVIDIA
61,315.9800109863281,318.3299865722656,314.45001220703125,315.79998779296875,315.46527099609375,12887700,META
62,178.35000610351562,180.24000549316406,177.7899932861328,178.17999267578125,177.47805786132812,65551300,APPLE
63,608.0,615.1099853515625,605.5700073242188,614.3099975585938,614.3099975585938,2115900,NETFLIX
64,421.989990234375,428.8500061035156,418.7799987792969,427.7799987792969,427.7799987792969,3966000,NETFLIX
65,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,169.0706787109375,50383100,APPLE
66,171.19000244140625,171.25,169.47999572753906,170.02999877929688,169.79969787597656,46240500,APPLE
67,378.04998779296875,387.1700134277344,377.760009765625,385.95001220703125,385.95001220703125,3299800,NETFLIX
